Series Name,"Series Code","Country Name","Country Code","2019 [YR2019]"
GDP growth (annual %),"NY.GDP.MKTP.KD.ZG","Latvia","LVA","0.587502383494098"
GDP growth (annual %),"NY.GDP.MKTP.KD.ZG","Lebanon","LBN","-6.91492472851026"
GDP growth (annual %),"NY.GDP.MKTP.KD.ZG","Lesotho","LSO","-1.41799383085205"
GDP growth (annual %),"NY.GDP.MKTP.KD.ZG","Liberia","LBR","-2.46729763532686"
GDP growth (annual %),"NY.GDP.MKTP.KD.ZG","Libya","LBY","-5.99478394324689"
GDP growth (annual %),"NY.GDP.MKTP.KD.ZG","Liechtenstein","LIE",".."
GDP growth (annual %),"NY.GDP.MKTP.KD.ZG","Lithuania","LTU","4.6656783812234"
GDP growth (annual %),"NY.GDP.MKTP.KD.ZG","Luxembourg","LUX","2.9158479150005"
GDP growth (annual %),"NY.GDP.MKTP.KD.ZG","Macao SAR, China","MAC","-2.56352273205944"
GDP growth (annual %),"NY.GDP.MKTP.KD.ZG","North Macedonia","MKD","3.91041953840173"
GDP growth (annual %),"NY.GDP.MKTP.KD.ZG","Madagascar","MDG","4.41123212909589"
GDP growth (annual %),"NY.GDP.MKTP.KD.ZG","Malawi","MWI","5.44818133617287"
GDP growth (annual %),"NY.GDP.MKTP.KD.ZG","Malaysia","MYS","4.41318742129586"
GDP growth (annual %),"NY.GDP.MKTP.KD.ZG","Maldives","MDV","7.29833574515027"
GDP growth (annual %),"NY.GDP.MKTP.KD.ZG","Mali","MLI","4.75616080770808"
GDP growth (annual %),"NY.GDP.MKTP.KD.ZG","Malta","MLT","7.1242612165712"
GDP growth (annual %),"NY.GDP.MKTP.KD.ZG","Marshall Islands","MHL","10.3578294514594"
GDP growth (annual %),"NY.GDP.MKTP.KD.ZG","Mauritania","MRT","3.14100486953089"
GDP growth (annual %),"NY.GDP.MKTP.KD.ZG","Mauritius","MUS","2.89128499346516"
GDP growth (annual %),"NY.GDP.MKTP.KD.ZG","Mexico","MEX","-0.251335754924085"
GDP growth (annual %),"NY.GDP.MKTP.KD.ZG","Micronesia, Fed. Sts.","FSM","4.08163265306123"
GDP growth (annual %),"NY.GDP.MKTP.KD.ZG","Moldova","MDA","3.5523140853476"
GDP growth (annual %),"NY.GDP.MKTP.KD.ZG","Monaco","MCO","7.08346061161458"
GDP growth (annual %),"NY.GDP.MKTP.KD.ZG","Mongolia","MNG","5.60224422064255"
GDP growth (annual %),"NY.GDP.MKTP.KD.ZG","Montenegro","MNE","4.06294499167197"
GDP growth (annual %),"NY.GDP.MKTP.KD.ZG","Morocco","MAR","2.89097476137077"
GDP growth (annual %),"NY.GDP.MKTP.KD.ZG","Mozambique","MOZ","2.3178139469445"
GDP growth (annual %),"NY.GDP.MKTP.KD.ZG","Myanmar","MMR","6.57911006765414"
GDP growth (annual %),"NY.GDP.MKTP.KD.ZG","Namibia","NAM","-0.839154686169735"
GDP growth (annual %),"NY.GDP.MKTP.KD.ZG","Nauru","NRU","8.5470085470084"
GDP growth (annual %),"NY.GDP.MKTP.KD.ZG","Nepal","NPL","6.65705543110468"
GDP growth (annual %),"NY.GDP.MKTP.KD.ZG","Netherlands","NLD","1.95558841574046"
GDP growth (annual %),"NY.GDP.MKTP.KD.ZG","New Caledonia","NCL","-1.40000000198451"
GDP growth (annual %),"NY.GDP.MKTP.KD.ZG","New Zealand","NZL","2.36196217785604"
GDP growth (annual %),"NY.GDP.MKTP.KD.ZG","Nicaragua","NIC","-2.89648807769926"
GDP growth (annual %),"NY.GDP.MKTP.KD.ZG","Niger","NER","5.93985257123522"
GDP growth (annual %),"NY.GDP.MKTP.KD.ZG","Nigeria","NGA","2.20842927714881"
GDP growth (annual %),"NY.GDP.MKTP.KD.ZG","Northern Mariana Islands","MNP","-11.3207547169811"
GDP growth (annual %),"NY.GDP.MKTP.KD.ZG","Norway","NOR","1.12377787436797"
GDP growth (annual %),"NY.GDP.MKTP.KD.ZG","Oman","OMN","-1.1287110618463"
GDP growth (annual %),"NY.GDP.MKTP.KD.ZG","Pakistan","PAK","2.49763692943365"
GDP growth (annual %),"NY.GDP.MKTP.KD.ZG","Palau","PLW","0.909470287297864"
GDP growth (annual %),"NY.GDP.MKTP.KD.ZG","Panama","PAN","3.28187497706709"
GDP growth (annual %),"NY.GDP.MKTP.KD.ZG","Papua New Guinea","PNG","4.48043062171888"
GDP growth (annual %),"NY.GDP.MKTP.KD.ZG","Paraguay","PRY","-0.40185510068001"
GDP growth (annual %),"NY.GDP.MKTP.KD.ZG","Peru","PER","2.24063176875049"
GDP growth (annual %),"NY.GDP.MKTP.KD.ZG","Philippines","PHL","6.11852566118505"
GDP growth (annual %),"NY.GDP.MKTP.KD.ZG","Poland","POL","4.44998787878788"
GDP growth (annual %),"NY.GDP.MKTP.KD.ZG","Portugal","PRT","2.68275992118076"
GDP growth (annual %),"NY.GDP.MKTP.KD.ZG","Puerto Rico","PRI","1.67546379498209"
GDP growth (annual %),"NY.GDP.MKTP.KD.ZG","Qatar","QAT","0.688240954592672"
GDP growth (annual %),"NY.GDP.MKTP.KD.ZG","Romania","ROU","3.85316383348211"
GDP growth (annual %),"NY.GDP.MKTP.KD.ZG","Russian Federation","RUS","2.19807571335009"
GDP growth (annual %),"NY.GDP.MKTP.KD.ZG","Rwanda","RWA","9.44739158975898"
GDP growth (annual %),"NY.GDP.MKTP.KD.ZG","Samoa","WSM","4.45185891688691"
GDP growth (annual %),"NY.GDP.MKTP.KD.ZG","San Marino","SMR","2.06568514501689"
GDP growth (annual %),"NY.GDP.MKTP.KD.ZG","Sao Tome and Principe","STP","2.01431934293439"
GDP growth (annual %),"NY.GDP.MKTP.KD.ZG","Saudi Arabia","SAU","1.09773374954092"
GDP growth (annual %),"NY.GDP.MKTP.KD.ZG","Senegal","SEN","4.61362809749708"
GDP growth (annual %),"NY.GDP.MKTP.KD.ZG","Serbia","SRB","4.33173490608283"
GDP growth (annual %),"NY.GDP.MKTP.KD.ZG","Seychelles","SYC","5.5142920737342"
GDP growth (annual %),"NY.GDP.MKTP.KD.ZG","Sierra Leone","SLE","5.25374631307365"
GDP growth (annual %),"NY.GDP.MKTP.KD.ZG","Singapore","SGP","1.34505874082728"
GDP growth (annual %),"NY.GDP.MKTP.KD.ZG","Sint Maarten (Dutch part)","SXM","10.9650009352392"
GDP growth (annual %),"NY.GDP.MKTP.KD.ZG","Slovak Republic","SVK","2.51125619776377"
GDP growth (annual %),"NY.GDP.MKTP.KD.ZG","Slovenia","SVN","3.52267923999254"
GDP growth (annual %),"NY.GDP.MKTP.KD.ZG","Solomon Islands","SLB","1.74856655451832"
GDP growth (annual %),"NY.GDP.MKTP.KD.ZG","Somalia","SOM","3.63039688238011"
GDP growth (annual %),"NY.GDP.MKTP.KD.ZG","South Africa","ZAF","0.25993557687633"
GDP growth (annual %),"NY.GDP.MKTP.KD.ZG","South Sudan","SSD",".."
GDP growth (annual %),"NY.GDP.MKTP.KD.ZG","Spain","ESP","1.9839662230883"
GDP growth (annual %),"NY.GDP.MKTP.KD.ZG","Sri Lanka","LKA","-0.220483886072614"
GDP growth (annual %),"NY.GDP.MKTP.KD.ZG","St. Kitts and Nevis","KNA","2.83126737870639"
GDP growth (annual %),"NY.GDP.MKTP.KD.ZG","St. Lucia","LCA","-0.653959999999998"
GDP growth (annual %),"NY.GDP.MKTP.KD.ZG","St. Martin (French part)","MAF","6.50000363700821"
GDP growth (annual %),"NY.GDP.MKTP.KD.ZG","St. Vincent and the Grenadines","VCT","0.661727443679865"
GDP growth (annual %),"NY.GDP.MKTP.KD.ZG","Sudan","SDN","-2.17825104530091"
GDP growth (annual %),"NY.GDP.MKTP.KD.ZG","Suriname","SUR","1.16758977233877"
GDP growth (annual %),"NY.GDP.MKTP.KD.ZG","Eswatini","SWZ","2.69216827271678"
GDP growth (annual %),"NY.GDP.MKTP.KD.ZG","Sweden","SWE","1.98619587380391"
GDP growth (annual %),"NY.GDP.MKTP.KD.ZG","Switzerland","CHE","1.14198232505277"
GDP growth (annual %),"NY.GDP.MKTP.KD.ZG","Syrian Arab Republic","SYR","1.22070522070523"
GDP growth (annual %),"NY.GDP.MKTP.KD.ZG","Tajikistan","TJK","7.40000016310556"
GDP growth (annual %),"NY.GDP.MKTP.KD.ZG","Tanzania","TZA","5.79999999996723"
GDP growth (annual %),"NY.GDP.MKTP.KD.ZG","Thailand","THA","2.11455779628278"
GDP growth (annual %),"NY.GDP.MKTP.KD.ZG","Timor-Leste","TLS","23.4120167614743"
GDP growth (annual %),"NY.GDP.MKTP.KD.ZG","Togo","TGO","4.92292591685973"
GDP growth (annual %),"NY.GDP.MKTP.KD.ZG","Tonga","TON","0.706483433860413"
GDP growth (annual %),"NY.GDP.MKTP.KD.ZG","Trinidad and Tobago","TTO","0.3612724057636"
GDP growth (annual %),"NY.GDP.MKTP.KD.ZG","Tunisia","TUN","1.58784665466504"
GDP growth (annual %),"NY.GDP.MKTP.KD.ZG","Turkiye","TUR","0.81852593620826"
GDP growth (annual %),"NY.GDP.MKTP.KD.ZG","Turkmenistan","TKM","6.30000004226711"
GDP growth (annual %),"NY.GDP.MKTP.KD.ZG","Turks and Caicos Islands","TCA","5.31092524837172"
GDP growth (annual %),"NY.GDP.MKTP.KD.ZG","Tuvalu","TUV","13.8220984406966"
GDP growth (annual %),"NY.GDP.MKTP.KD.ZG","Uganda","UGA","6.43874503276439"
GDP growth (annual %),"NY.GDP.MKTP.KD.ZG","Ukraine","UKR","3.19950386354134"
GDP growth (annual %),"NY.GDP.MKTP.KD.ZG","United Arab Emirates","ARE","1.10834813453296"
GDP growth (annual %),"NY.GDP.MKTP.KD.ZG","United Kingdom","GBR","1.64161099628876"
GDP growth (annual %),"NY.GDP.MKTP.KD.ZG","United States","USA","2.46703756313913"
GDP growth (annual %),"NY.GDP.MKTP.KD.ZG","Uruguay","URY","0.928565543252915"
GDP growth (annual %),"NY.GDP.MKTP.KD.ZG","Uzbekistan","UZB","5.98156194197318"
GDP growth (annual %),"NY.GDP.MKTP.KD.ZG","Vanuatu","VUT","3.24118765540442"
GDP growth (annual %),"NY.GDP.MKTP.KD.ZG","Venezuela, RB","VEN",".."
GDP growth (annual %),"NY.GDP.MKTP.KD.ZG","Viet Nam","VNM","7.35926270105006"
GDP growth (annual %),"NY.GDP.MKTP.KD.ZG","Virgin Islands (U.S.)","VIR","2.93354101765317"
GDP growth (annual %),"NY.GDP.MKTP.KD.ZG","West Bank and Gaza","PSE","1.36268746558062"
GDP growth (annual %),"NY.GDP.MKTP.KD.ZG","Yemen, Rep.","YEM",".."
GDP growth (annual %),"NY.GDP.MKTP.KD.ZG","Zambia","ZMB","1.44130602603785"
GDP growth (annual %),"NY.GDP.MKTP.KD.ZG","Zimbabwe","ZWE","-6.33244640703352"
